,id,seller,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size
488,488,4,96.0,17.0,56.0,34,3,3,2.8,0,0,1,0,0,0,0,2,9258,1,55.762789,37.508984000000005,8,Шелепихинская набережная,34к2,2018,2,36,True,True,True,0,False,0,0.07603955722605957,-1.1912706289770878,32.0
9816,9820,1,40.0,10.0,20.0,5,1,3,2.8,1,0,1,0,1,0,2,2,6607,0,55.632057,37.754116,5,Братеевская улица,21К3,2000,2,25,False,True,True,3,True,0,0.2024108747140016,2.102144890327371,40.0
12995,12999,3,40.6,18.9,12.0,33,1,3,2.7,1,0,1,0,0,0,4,1,3556,1,55.554552,37.557619,6,улица Поляны,5Ак5,2021,2,33,False,True,True,1,False,4,0.18140406824302643,-3.020052606690358,40.6
10254,10258,4,68.0,24.0,16.12,11,3,1,3.2,0,2,1,0,0,0,0,1,4574,0,55.75461800000001,37.524058,0,Шмитовский проезд,39к1,2019,2,55,True,True,True,0,True,0,0.05904507418409132,-1.2252332582556094,22.666666666666668
14502,14507,4,37.0,10.7,30.9,6,1,3,2.8,0,1,2,2,0,1,0,1,4367,1,55.807658,37.635045,2,проспект Мира,вл95,2020,7,15,True,True,False,1,False,4,0.09169302020987359,0.6491921605507501,37.0
7159,7162,4,38.5,8.5,20.7,2,1,3,2.64,0,1,1,0,0,0,2,1,7366,0,55.890643,37.675163,2,Осташковская улица,28,1983,3,12,False,True,False,1,True,0,0.1829582397517158,0.5494900498002865,38.5
22261,22269,4,38.6,8.0,18.5,5,1,3,2.7,1,0,2,2,1,0,1,1,3455,0,55.640624,37.328917,11,улица Самуила Маршака,8,2013,3,17,False,True,True,1,True,1,0.26773707199214125,-1.9295075845887977,38.6
11241,11245,3,46.8,17.7,14.2,14,1,3,2.8,1,0,2,2,0,0,4,1,1352,1,55.78686999999999,37.494979,8,3-я Хорошевская улица,7к2,2019,2,22,False,True,True,1,False,0,0.09946423721261204,-1.0176865299016558,46.8
6026,6029,2,39.4,8.5,21.0,8,1,3,2.64,0,1,0,1,0,2,1,1,3300,0,55.629714,37.794145,4,5-й Капотни кв-л,5,1980,7,12,False,True,False,1,True,4,0.23880737998150425,2.025595993454383,39.4
1950,1950,1,50.3,12.0,38.0,13,2,1,2.8,0,1,1,0,1,0,1,2,5075,0,55.81745600000001,37.622881,2,Аргуновская улица,12,1978,3,16,False,True,True,1,True,0,0.09345752552541647,0.4813472588431789,25.15
21624,21632,2,54.0,9.0,32.0,11,2,1,2.8,0,1,1,0,0,1,2,1,9513,0,55.861237,37.470967,1,Беломорская улица,14К1,2009,4,17,False,True,True,3,True,0,0.16684206535652274,-0.7091493017191759,27.0
11077,11081,4,117.9,14.1,60.4,7,3,3,2.8,1,1,2,2,0,1,4,1,7719,1,55.793596,37.771849,3,Измайловский проезд,10к4,2014,2,18,False,True,True,0,True,1,0.20108020019946657,1.273112687578031,39.300000000000004
3713,3716,3,43.61,5.3,24.3,7,2,3,3.0,0,0,2,2,0,0,4,1,1744,1,55.811735,37.740722,3,Тюменский проезд,3к5,2021,7,22,True,True,True,0,True,0,0.1786149077462228,1.1243633968958837,21.805
7989,7992,4,130.0,18.0,100.0,16,4,3,2.8,2,0,1,1,0,2,0,2,5040,1,55.755464,37.547342,0,Мантулинская улица,вл7,2020,7,20,True,True,True,0,True,4,0.03841814628189287,-0.9972532111812539,32.5
724,724,3,62.8,17.6,29.7,2,2,3,3.1,0,1,2,2,0,0,4,1,3029,1,55.790195,37.472261,8,улица Берзарина,30К3,2021,2,25,True,True,True,0,False,0,0.12088501704665124,-1.0930803777799893,31.4
2922,2924,1,45.0,11.5,17.5,13,1,3,2.8,0,1,1,0,0,1,4,1,1485,0,55.694449,37.470581,7,улица Лобачевского,118к2,2017,2,23,True,True,True,0,True,0,0.11619566046942723,-1.9237812609716993,45.0
5756,5759,3,39.08,12.4,17.5,13,1,3,2.8,0,0,2,2,0,0,4,1,7524,1,55.674316000000005,37.762695,4,Совхозная улица,10Б,2021,2,23,False,True,False,0,False,4,0.19275755272897513,1.888975765852175,39.08
5628,5631,3,41.08,9.4,16.4,11,1,3,2.8,0,0,2,2,0,1,4,1,23,1,55.72513299999999,37.775263,4,улица Михайлова,31А,2019,2,19,False,True,False,0,False,4,0.19588015463401495,1.61923705981134,41.08
13740,13744,3,51.52,12.1,27.2,13,2,3,2.7,0,1,2,2,0,1,4,1,6703,1,55.52117,37.354734,11,Новые Ватутинки центральный мкр,к2/3,2022,2,16,True,True,True,3,False,1,0.3100490038822408,-2.3301222367415053,25.76
15865,15871,4,137.0,10.7,94.3,6,5,1,2.8,0,1,2,2,0,0,1,1,663,0,55.758433,37.636491,0,улица Маросейка,13С2,1893,2,6,True,True,False,1,False,0,0.06166288137565943,1.1742716214204167,27.4
18285,18291,4,79.6,29.2,27.2,18,2,3,2.8,1,1,2,2,0,0,4,1,1352,1,55.78686999999999,37.494979,8,3-я Хорошевская улица,7к2,2019,2,22,False,True,True,1,False,0,0.09946423721261204,-1.0176865299016558,39.8
1145,1145,3,52.6,20.4,12.9,23,1,3,3.0,1,0,2,2,0,1,4,1,743,1,55.798723,37.565084000000006,1,улица Юннатов,4Г,2021,7,25,False,True,False,0,False,4,0.06573088075170737,-0.22287234822944652,52.6
17286,17292,4,58.0,9.9,34.2,3,2,1,2.8,1,0,0,1,0,1,2,1,7628,0,55.56835400000001,37.495761,11,бульвар Скандинавский,1к1,2019,5,15,False,True,True,1,False,4,0.18621162015545667,-2.674488194658188,29.0
4269,4272,1,64.0,7.6,46.3,3,3,1,2.48,1,0,1,0,0,1,1,1,3049,0,55.884903,37.538898,1,мкр. 18-й,к1822,1997,3,16,False,True,True,1,True,0,0.155702604335899,-0.264565214962021,21.333333333333332
10272,10276,4,191.1,10.7,30.9,6,4,3,2.8,0,2,2,2,0,0,4,1,2678,0,55.751974,37.578855,0,улица Новый Арбат,27,2010,2,16,True,True,True,1,True,0,0.01737265973311207,-0.0436235805080658,47.775
6306,6309,2,38.4,10.4,17.8,7,1,3,2.8,1,0,1,0,1,0,1,2,380,0,55.56726,37.47571,11,улица Ясная,5,2013,0,17,True,True,True,3,False,0,0.19698834944423405,-2.585989709507934,38.4
12136,12140,0,60.74,23.2,24.0,6,2,3,2.8,1,1,1,0,0,0,4,2,4791,1,55.804025,37.5971,2,Складочная улица,6к1,2021,2,14,False,True,True,1,False,4,0.07157624287522366,0.2468165788385938,30.37
12909,12913,4,55.0,20.0,30.9,11,2,3,2.8,0,0,2,2,0,0,4,0,8684,1,55.601203000000005,37.727553,5,Ясеневая улица,12к1,2019,2,16,True,True,True,1,False,4,0.1992131617432604,2.304613329864625,27.5
16192,16198,4,79.0,10.7,30.9,7,3,3,2.8,0,0,2,2,0,0,4,1,2920,0,55.703185,37.931713,4,Рождественская улица,33,2016,3,25,True,True,True,1,True,1,0.3535006431376304,1.6598327614882515,26.333333333333332
8741,8745,1,55.0,7.0,39.0,6,3,1,2.8,0,1,1,0,0,0,0,1,5187,0,55.750175,37.796490000000006,3,Братская улица,25К1,1969,3,16,False,True,True,3,False,0,0.21743464189944062,1.4991865962228061,18.333333333333332
16320,16326,4,51.54,11.8,25.4,15,1,3,2.8,0,1,1,0,0,1,0,1,2570,0,55.681047,37.551088,6,улица Вавилова,69А,2019,2,20,True,True,True,0,True,1,0.06069177601401412,-2.6523115348150736,51.54
17050,17056,3,64.6,10.7,0.0,6,2,3,3.2,1,1,2,2,1,0,4,1,1135,1,55.751016,37.686815,4,улица Золоторожский Вал,11С20,2023,2,20,False,True,True,0,False,4,0.10844929506103919,1.419008624927375,32.3
10213,10217,1,37.0,8.0,19.0,6,1,3,2.75,1,0,1,1,0,0,1,2,7679,0,55.70461,37.915732,4,Рождественская улица,19к2,2010,3,17,False,True,True,1,True,0,0.3374562365382807,1.659837670627868,37.0
4904,4907,1,60.0,10.0,35.0,17,2,1,2.65,1,0,1,1,0,1,2,1,9047,0,55.577068,37.580346,6,Старобитцевская улица,19К1,1998,3,22,False,True,False,3,False,0,0.1575515747884031,3.136937762799898,30.0
18978,18985,4,102.6,8.2,30.3,3,3,1,2.7,0,1,0,1,2,0,0,2,3822,1,55.786166,37.497836,8,3-я Хорошевская улица,21к6,2018,2,20,False,True,True,1,False,0,0.09666760087099832,-1.0083569548911964,34.199999999999996
17717,17723,3,39.2,9.6,15.9,21,1,3,2.8,1,0,2,2,0,1,4,1,801,1,55.817613,37.753685,3,Тагильская улица,1В,2021,2,24,False,True,True,1,False,4,0.19284549873922685,1.1258924527462797,39.2
3400,3403,4,223.0,10.0,180.0,38,3,3,2.8,2,1,2,2,0,0,3,2,9625,0,55.747115,37.539078,0,набережная Пресненская,8с1,2009,0,73,True,True,True,0,True,0,0.04241737272455526,-1.2717353796076767,74.33333333333333
16523,16529,1,54.5,8.1,32.9,9,2,0,2.8,0,1,0,1,0,1,0,1,6521,0,55.758387,37.708976,4,мкр. 4-й,к401,1972,3,17,False,True,True,1,True,0,0.1315289186155277,1.3890838546761617,27.25
22745,22753,4,46.0,6.0,28.0,7,2,1,2.64,1,0,0,1,0,1,2,1,2915,0,55.732524,37.833438,3,Реутовская улица,24,1971,3,9,True,True,False,3,True,0,0.2538340189940012,1.5790453851065076,23.0
7071,7074,2,70.0,8.0,44.0,7,3,2,2.85,0,0,1,0,0,1,0,1,6178,1,55.785169,37.564033,1,Ленинградский проспект,29к1,2019,2,19,True,True,True,0,True,0,0.052897461501635636,-0.29895828359626764,23.333333333333332
19031,19038,4,162.0,10.7,30.9,82,3,3,2.8,0,0,2,2,0,0,0,1,5745,0,55.749511,37.537083,0,набережная Пресненская,12,2011,2,95,True,True,True,0,True,0,0.04506188777570787,-1.233958840527839,54.0
5217,5220,3,27.0,6.9,12.7,5,1,3,2.65,1,0,1,0,0,0,4,1,4162,1,55.59516,37.741109,12,23-й км,5к1,2021,3,9,False,True,True,1,False,1,0.21337661199479122,2.2830961785656085,27.0
19658,19665,4,80.0,10.5,50.6,16,3,1,2.64,0,2,1,1,0,1,3,1,9662,0,55.643576,37.653011,5,улица Москворечье,4К3,2005,3,17,True,True,True,3,True,0,0.11694419307227633,2.463079785751982,26.666666666666668
13210,13214,2,61.0,6.0,45.4,2,3,2,2.8,0,1,1,1,0,0,1,1,1296,0,55.465453,36.939479,10,д. Яковлевское,21,2013,7,5,False,True,False,3,False,4,0.6944211791583564,-1.968834243476415,20.333333333333332
537,537,4,40.0,20.0,80.0,2,1,3,3.1,2,0,2,2,0,0,0,2,6025,0,55.85961,37.372422,8,Муравская улица,42к2,2019,2,25,True,True,True,1,True,0,0.2419731079666727,-1.0279750039545201,40.0
4271,4274,1,64.9,7.8,46.3,9,3,3,2.8,0,0,2,2,0,0,4,0,7680,0,55.64442,37.480579,6,мкр. 9-й,к914,1976,4,16,False,True,True,1,True,0,0.13395265103744355,-2.309535571412388,21.633333333333336
17572,17578,4,57.8,10.7,33.9,6,2,3,2.8,0,1,2,2,1,0,1,1,8249,0,55.879728,37.560332,1,улица 800-летия Москвы,26К1,1991,3,17,False,True,True,3,True,0,0.14638542498214677,-0.13209514053401056,28.9
15481,15486,4,169.0,10.7,30.9,9,4,3,3.4,3,0,2,2,3,0,0,2,906,0,55.75713100000001,37.617114,0,улица Охотный Ряд,2,2015,2,15,True,True,True,0,True,4,0.04374008258269391,1.0301356450865702,42.25
18094,18100,0,64.5,15.0,37.0,2,3,3,2.8,2,0,0,1,0,0,2,1,3013,0,55.641442000000005,37.544674,6,мкр. 6-й,к619,2016,2,9,True,True,True,1,True,0,0.09951105130420865,-2.782843936904411,21.5
18273,18279,0,37.6,7.8,22.4,6,2,3,2.8,0,0,2,2,0,0,4,0,6153,0,55.785746,37.467787,8,улица Маршала Тухачевского,44К1,1963,4,9,False,True,False,3,True,0,0.12295956478903472,-1.1419602370051047,18.8
15708,15713,4,101.7,14.2,55.5,3,3,3,2.8,1,1,2,2,0,0,4,1,3747,0,55.828480000000006,37.448042,8,улица Циолковского,7,2011,2,32,False,True,True,0,True,0,0.16161969922180186,-0.9511353170286346,33.9
9793,9797,1,39.0,9.6,19.5,7,1,3,2.8,1,0,1,0,0,1,1,2,2275,0,55.617068,37.700541,5,Шипиловская улица,8к1,1979,4,16,False,True,True,1,True,0,0.16864650955955984,2.342028465234607,39.0
15778,15783,4,130.0,10.7,104.0,14,3,3,2.8,1,1,1,1,0,1,2,1,1582,0,55.73071,37.629978,0,Валовая улица,20,2000,2,14,True,False,False,3,False,0,0.05051676165861348,1.6482315360776894,43.333333333333336
20204,20211,3,47.4,10.7,14.0,3,1,3,2.8,1,0,2,2,0,0,4,1,2850,1,55.755814,37.617635,0,10-я фаза тер.,к8,2022,2,25,False,True,True,1,False,4,0.04353134049313315,1.0622402117424747,47.4
3547,3550,4,295.0,15.0,200.0,80,4,3,2.8,0,4,2,2,0,0,4,1,2401,0,55.750028,37.534397,0,1-й Красногвардейский проезд,21с1,2015,7,85,True,True,True,3,True,4,0.047769490446543224,-1.2423280172630817,73.75
22148,22156,4,298.0,15.0,30.9,2,6,3,2.8,3,0,1,1,0,0,2,2,6501,0,55.71697,37.500818,7,Минская улица,1Б,2019,2,8,True,True,True,0,True,0,0.08074675815148702,-1.7911330538656252,49.666666666666664
4989,4992,4,55.0,11.7,22.0,10,1,3,2.8,2,0,2,2,0,0,0,1,5363,0,55.710961,37.609227,5,улица Серпуховский Вал,21к2,2017,2,16,True,True,True,0,True,0,0.03790328563581738,2.244823664042439,55.0
2483,2483,4,118.0,10.7,73.0,8,3,3,3.2,3,0,2,2,0,0,4,1,1985,0,55.727886,37.536356,7,Воробьевское шоссе,4С1,2017,5,16,True,True,False,0,True,4,0.04377731128233852,-1.7251841881215806,39.333333333333336
18941,18948,4,53.5,8.2,30.3,3,2,1,2.7,0,1,0,1,2,0,0,2,3488,0,55.831317000000006,37.351536,8,Уваровский переулок,3,2013,7,14,False,True,True,3,False,4,0.24772901626679655,-1.1697928893308747,26.75
6449,6452,3,84.41,15.2,45.5,10,3,3,3.1,0,1,2,2,0,0,4,1,3029,1,55.790195,37.472261,8,улица Берзарина,30К3,2021,2,25,True,True,True,0,False,0,0.12088501704665124,-1.0930803777799893,28.136666666666667
3019,3021,3,160.6,38.5,50.1,2,3,3,3.35,2,1,2,2,0,0,4,1,8796,1,55.746547,37.628038,0,Садовническая набережная,7,2018,2,6,True,True,True,0,True,4,0.04987305771012867,1.3292648704996153,53.53333333333333
3732,3735,4,62.5,11.7,27.8,12,2,3,2.8,1,1,2,2,0,1,4,1,6064,1,55.810364,37.702535,3,Краснобогатырская улица,38,2022,3,17,False,True,True,1,False,0,0.14438624832926902,1.0185421248552642,31.25
12764,12768,2,49.0,9.0,29.0,1,2,1,2.48,0,1,0,1,0,0,2,1,5108,0,55.789269,37.663809,3,3-я Рыбинская улица,21К3,1973,4,12,False,True,False,1,True,0,0.10037817046772365,0.9950602381972262,24.5
4827,4830,1,36.0,10.0,20.0,8,1,3,2.64,1,0,2,2,0,1,4,1,7832,0,55.688081,37.588674,6,улица Винокурова,9,1971,4,14,False,True,False,3,True,0,0.04741085032683666,2.949284851339741,36.0
10998,11002,3,40.23,11.2,15.9,2,1,3,3.0,1,0,2,2,0,1,4,1,7203,1,55.714414,37.657907,5,Восточная улица,4К1,2021,2,17,False,True,True,0,False,4,0.0808591778564888,1.8233370216842304,40.23
10469,10473,2,58.2,10.0,36.0,13,2,1,2.8,0,1,2,2,1,0,1,1,8282,0,55.61114,37.544845,6,Литовский бульвар,13/12,1987,3,22,False,True,True,1,True,0,0.128279269823242,-2.8671290292740106,29.1
14131,14136,4,52.0,8.3,30.3,8,2,1,2.64,0,1,0,1,1,0,1,1,5565,0,55.616351,37.742483,5,улица Мусы Джалиля,40,1997,3,17,False,True,True,1,True,0,0.2012804352308977,2.198852025121668,26.0
15057,15062,1,33.8,7.1,14.5,1,1,3,3.2,0,1,1,0,0,0,2,2,1078,0,55.67752900000001,37.599381,6,улица Ремизова,5,1959,0,5,True,False,False,1,False,0,0.06041463225977002,2.808241182948404,33.8
10726,10730,3,81.5,13.5,45.7,9,1,3,2.8,1,1,2,2,0,0,4,1,7718,1,55.791132,37.566871,1,Ленинградский проспект,36к13,2019,2,25,True,True,True,0,False,4,0.05793268456033157,-0.2217512410968114,81.5
17351,17357,4,209.0,10.7,30.9,5,4,1,2.8,0,3,1,1,0,0,3,1,8019,0,55.74857900000001,37.598555,0,Филипповский переулок,8С1,2002,2,9,True,True,True,0,True,0,0.023531406109479264,0.935646874545285,52.25
14986,14991,0,49.0,8.9,31.8,14,2,3,2.64,0,1,2,2,0,1,1,1,7238,0,55.706644,37.463709,7,Матвеевская улица,42К5,1974,3,14,False,True,False,3,True,0,0.11923164756565248,-1.8076217107472452,24.5
22754,22762,3,54.6,26.3,12.9,22,1,3,2.8,1,1,2,2,0,1,4,1,8076,1,55.818574,37.752032,3,Тагильская улица,1А,2021,7,24,False,True,True,1,False,4,0.19177350093438314,1.117659459709745,54.6
4824,4827,1,30.1,6.0,18.6,2,1,3,2.8,1,0,1,0,1,0,2,2,7784,0,55.655646,37.603693,6,Симферопольский бульвар,14,1961,0,5,True,False,False,3,False,0,0.08256161788761524,2.845624979214962,30.1
7947,7950,3,68.4,15.9,35.0,4,3,3,2.65,0,2,1,1,1,0,4,1,1755,1,55.66199399999999,37.424156,7,Мещерский лес ЖК,к6.1,2020,3,14,False,True,True,1,False,4,0.17158375808836274,-2.007832503752248,22.8
21698,21706,3,63.54,10.0,30.9,10,2,3,2.85,0,0,2,2,0,0,4,1,6555,1,55.883202,37.683015000000005,2,Тайнинская улица,9к4,2020,0,24,True,True,True,0,False,0,0.1810229186377298,0.6079811584649509,31.77
12893,12897,0,33.0,9.0,20.0,7,1,3,2.64,0,1,1,0,0,0,0,2,7323,0,55.61932,37.586024,5,Днепропетровская улица,29,1983,4,12,False,True,False,3,True,0,0.11547598956257563,3.0860427396702192,33.0
11338,11342,4,38.0,10.7,30.9,2,1,3,2.8,0,1,2,2,1,0,2,1,4670,0,55.730948,37.64401,0,Шлюзовая набережная,2А,2017,2,7,True,True,True,0,True,4,0.0645018668891374,1.6277225972983183,38.0
21952,21960,4,44.1,8.9,20.8,5,2,3,2.64,1,0,2,2,2,0,1,1,5203,0,55.596752,37.586958,5,Чертановская улица,66К1,1983,4,9,False,True,True,3,False,0,0.13806140725375562,3.088363785027633,22.05
5538,5541,1,47.2,6.2,29.9,4,2,1,2.6,0,1,0,1,0,1,2,1,7572,0,55.599926,37.718561,5,Ясеневая улица,8к1,2013,3,9,False,True,False,3,True,0,0.1935162844164857,2.3406405956778293,23.6
13771,13775,4,86.1,10.3,35.3,10,2,3,2.8,0,2,1,1,1,0,2,1,28,0,55.656346,37.424327000000005,11,улица Татьянин Парк,14к1,2015,2,15,False,True,True,1,True,0,0.17389683215388366,-2.0376794672528473,43.05
2573,2574,4,59.54,10.5,30.4,16,2,1,2.9,2,0,0,1,0,1,0,1,9211,0,55.718709,37.424902,7,Рябиновая улица,3к1,2018,2,23,True,True,True,0,True,0,0.1555264195384696,-1.6732660080241908,29.77
9825,9829,1,45.0,11.0,18.0,10,1,3,2.8,1,0,1,0,0,1,0,2,7554,0,55.605866000000006,37.664743,5,6-я Радиальная улица,3к6,2016,2,15,False,True,True,3,True,0,0.1543509816777813,2.557386124239011,45.0
4450,4453,4,87.9,13.9,50.4,8,2,1,2.8,2,0,2,2,0,1,0,1,7638,1,55.659231000000005,37.560835,6,Херсонская улица,43,2012,2,23,True,True,True,2,True,3,0.07769027454453926,-2.8974768598472407,43.95
7833,7836,4,190.0,20.0,120.0,31,5,3,2.8,0,3,1,1,0,0,0,1,8776,0,55.723257,37.52766,7,Мосфильмовская улица,8,2011,2,53,True,True,True,0,True,0,0.05318029485201835,-1.7860848254754456,38.0
14665,14670,4,83.8,10.7,40.6,3,2,3,2.8,0,1,2,2,0,1,4,1,2529,1,55.777915,37.701044,0,Большая Почтовая улица,24С1,2020,7,11,False,True,True,3,False,4,0.1289194413608752,1.2282926320317606,41.9
643,643,1,120.0,21.5,77.1,11,4,1,2.8,2,0,1,1,0,0,2,2,4116,0,55.785037,37.464221,8,улица Маршала Тухачевского,49,2009,2,24,False,True,True,0,True,0,0.12592582825281326,-1.1588566049904878,30.0
7969,7972,3,551.13,10.7,30.9,1,5,3,4.17,0,0,2,2,0,0,4,1,9432,1,55.775905,37.600531,0,Долгоруковская улица,23АС1,2021,2,3,True,False,False,0,False,4,0.04628397146750003,0.4689584033189516,110.226
5223,5226,1,55.7,9.4,33.7,7,2,1,2.8,1,0,1,1,0,0,2,2,7643,0,55.681138,37.69472,5,Коломенская улица,12к3,2016,7,19,False,True,False,3,True,1,0.12692440989092618,2.0057320498684823,27.85
9603,9607,1,74.0,10.3,45.3,9,3,1,2.64,0,1,1,1,0,1,1,2,5552,0,55.587194,37.596687,5,Варшавское шоссе,154К2,1982,3,16,True,True,False,3,True,0,0.14840933719044777,3.026288076278203,24.666666666666668
14125,14130,0,47.0,7.1,29.2,10,2,1,2.64,0,1,1,0,1,0,1,1,4753,0,55.607199,37.599301,5,Кировоградская улица,32К1,1972,2,12,False,True,False,3,True,0,0.12893099047721623,2.9882880444561164,23.5
6221,6224,3,40.8,20.5,11.7,2,1,3,2.89,1,0,1,0,0,0,4,1,654,1,55.567774,37.496183,11,Сосенское поселение,бульвар Скандинавский,2021,2,16,False,True,True,0,False,4,0.18654055131976063,-2.677908204426459,40.8
6553,6556,4,191.1,20.0,80.0,25,4,3,3.1,2,0,2,2,0,0,0,2,1692,1,55.824678000000006,37.432708,8,м. Тушинская,Волоколамское шоссе,2022,2,25,False,True,True,1,False,0,0.17231306965649798,-1.0208351876044799,47.775
20612,20619,4,28.6,10.7,30.9,1,1,3,2.8,1,0,1,0,0,0,1,2,3183,0,55.817279000000006,37.494449,1,2-я Радиаторская улица,2,1964,0,5,True,False,False,3,False,0,0.1186832105693598,-0.8003083581787956,28.6
818,818,3,94.06,10.7,30.9,4,2,3,2.8,0,0,2,2,0,0,4,1,3808,1,55.798115,37.495617,8,улица Маршала Рыбалко,2к6,2011,2,12,False,True,True,0,True,0,0.10529553413649806,-0.9234931925720828,47.03
2137,2137,0,75.0,10.0,55.0,3,3,1,2.64,0,1,2,2,1,2,1,1,2,0,55.861691,37.642644,2,Вересковая улица,13,1987,3,12,False,True,False,1,True,0,0.14184687559432824,0.4604621283616544,25.0
5827,5830,4,62.8,13.8,32.3,12,2,3,2.8,0,0,2,2,0,0,4,0,3981,0,55.702414000000005,37.940427,4,улица Вертолетчиков,9к1,2017,3,17,True,True,True,1,True,0,0.36224868238287633,1.6598137336260372,31.4
9089,9093,3,70.2,5.4,44.9,3,3,3,2.8,1,0,2,2,0,1,4,1,7644,1,55.784177,37.49709,8,3-я Хорошевская улица,19к3с2,2022,2,20,False,True,True,1,False,4,0.09626053157209488,-1.0299709604230574,23.400000000000002
18388,18394,2,57.0,8.0,35.0,6,2,1,3.1,1,1,0,1,0,0,0,1,8372,0,55.789947,37.570042,1,ВТБ Арена Парк ЖК,к7,2019,2,9,True,True,True,0,False,4,0.05615077538630554,-0.1712812302242748,28.5
11549,11553,3,86.6,18.9,45.2,8,3,3,2.65,0,2,1,1,0,0,4,1,7664,1,55.544046,37.478055,11,Бунинские Луга ЖК,к2.3/1,2020,7,18,False,True,True,1,False,4,0.21594347976390424,-2.6519651205841934,28.866666666666664
18111,18117,3,35.6,15.0,11.3,14,1,3,2.8,1,0,1,0,0,1,4,1,1281,1,55.774897,37.625046000000005,0,улица Троицкая,90,2021,2,14,False,True,True,1,False,0,0.060717384252757904,0.8454600022594951,35.6
11864,11868,3,39.16,15.3,12.2,10,1,3,2.8,1,0,1,0,0,1,4,1,4571,1,55.666858,37.759866,4,улица Верхние Поля,32,2021,2,22,False,True,True,0,False,4,0.19256864147325797,1.9303685464568852,39.16
